date,number_kids,guardian_ed,birth_order,gender,word_original,word_standard,cdi_cat,word_validation,subject,addressee,age,age_current,lang,home_lang
9/22/14,2,High school,1,Female,Cup,Cup,Small Household Objects,Mama,Food and Drink,everyone,12,5,English,English
9/23/14,1,High school,1,Male,Baba,Cup,Small Household Objects,Dada,Food and Drink,mom,8,2,English,English
9/24/14,1,Some college,1,Male,Cup,Cup,Small Household Objects,Check,Food and Drink,me,12,3,English,English
9/24/14,1,Some graduate school,1,Female,Cup,Cup,Small Household Objects,Mama,Food and Drink,To mom,10,5,English,English
10/2/14,3,College,2,Female,Cup,Cup,Small Household Objects,Mama,Food and Drink,cup,24,5,English,English
10/3/14,3,Some college,1,Female,Cup,Cup,Small Household Objects,Mama,Other object,myself,10,15,English,English
10/5/14,4,College,3,Male,Cup,Cup,Small Household Objects,Dada,Food and Drink,Daddy,10,5,English,English
10/5/14,3,Some graduate school,1,Female,Cuppy,Cup,Small Household Objects,Check,Food and Drink,Mom & Grandmom,15,18,English,English
10/9/14,3,High school,1,Female,Cup,Cup,Small Household Objects,Check,Other object,Herself,24,2,English,English
10/10/14,1,Some college,1,Male,Cup,Cup,Small Household Objects,Mama,Other object,me,8,6,English,English
10/12/14,1,College,1,Male,Cup,Cup,Small Household Objects,Mama,Food and Drink,me,6,9,English,English
10/13/14,8,College,7,Male,Cup,Cup,Small Household Objects,Dada,Food and Drink,mom,13,5,English,English
10/13/14,2,High school,1,Female,Cup,Cup,Small Household Objects,Mama,Food and Drink,Momma,14,8,English,English
9/23/14,1,High school,1,Male,Dab,Dab,Sound Effects,Dada,Sound Effects,Mother,20,18,English,Mandarin
9/22/14,1,High school,1,Female,Dada,Dada,People,Dada,Person,dad,9,5,English,English
9/22/14,3,High school,1,Male,Dada,Dada,People,Dada,Person,dad,13,14,English,English
9/22/14,3,Some college,3,Male,Daddy,Dada,People,Dada,Person,His dad,11,2,English,English
9/22/14,2,Some college,2,Male,Dada,Dada,People,Dada,Person,Me,10,10,English,English
9/22/14,4,Some college,1,Male,Dada,Dada,People,Dada,Person,me,5,18,English,English
9/22/14,4,Some college,4,Male,Daddy,Dada,People,Dada,Person,dad,6,9,English,English
9/22/14,1,College,1,Female,Da,Dada,People,Dada,Person,Me,15,2,English,English
9/22/14,3,High school,1,Male,Dada,Dada,People,Dada,Person,his dad,11,18,English,English
9/22/14,3,High school,3,Male,Dada,Dada,People,Dada,Person,his dad,11,12,English,English
9/22/14,3,College,1,Male,Dada,Dada,People,Dada,Person,mom,11,6,English,English
9/22/14,1,Some college,1,Male,Dada,Dada,People,Dada,Person,daddy,12,5,English,English
9/23/14,3,College,2,Female,Papa,Dada,People,Dada,Person,Grandpa,4,15,English,English
9/23/14,1,High school,1,Male,Dada,Dada,People,Dada,Other object,Father,6,10,English,English
9/23/14,5,Some college,1,Female,Dad,Dada,People,Check,Person,myself,3,18,English,English
9/23/14,5,Some college,2,Male,Da,Dada,People,Dada,Person,myself,3,18,English,English
9/23/14,1,High school,1,Female,Papa,Dada,People,Check,Person,Daddy,15,3,English,English
9/23/14,4,College,1,Female,Dada,Dada,People,Dada,Person,Dad,11,18,English,English
9/23/14,4,College,3,Male,Dada,Dada,People,Dada,Person,Dad,10,15,English,English
9/23/14,4,College,4,Female,Dada,Dada,People,Dada,Person,Dad,13,13,English,English
9/24/14,2,High school,1,Female,Dada,Dada,People,Dada,Person,mother ,7,5,Spanish,Spanish
9/20/14,1,High school,1,Female,Dug,Dada,People,Check,Person,Dad,8,2,English,English
9/24/14,3,High school,1,Female,Papa,Dada,People,Mama,Person,father in law,6,17,English,English
9/24/14,3,High school,2,Female,Papa,Dada,People,Mama,Person,Father in law,5,15,English,English
9/24/14,3,High school,3,Female,Papa,Dada,People,Dada,Person,Father in law,6,13,English,English
9/24/14,2,Graduate degree,1,Female,Dada,Dada,People,Check,Person,Her father,10,3,English,English
9/24/14,2,College,1,Male,Papa,Dada,People,Check,Person,His Grandfather,15,12,English,English
9/24/14,1,Some college,1,Male,Dada,Dada,People,Dada,Person,me,4,0,English,English
9/24/14,2,College,2,Male,Pop,Dada,People,Dada,Person,me or my husband,10,12,English,English
9/24/14,1,College,1,Female,Dada,Dada,People,Dada,Person,mom,7,11,English,English
9/24/14,4,Some college,4,Male,Dada,Dada,People,Dada,Person,dad,6,10,English,English
9/24/14,2,Graduate degree,1,Male,Dada,Dada,People,Check,Toy,none,11,5,English,English
9/28/14,4,High school,3,Male,Dada,Dada,People,Dada,Person,Daddy,11,18,English,English
9/29/14,3,College,2,Male,Papa,Dada,People,Dada,Person,grandfather,12,7,English,English
9/29/14,2,College,1,Male,Dada,Dada,People,Dada,Person,Father,8,2,English,English
9/29/14,1,Graduate degree,1,Female,Da,Dada,People,Dada,Person,mommy and daddy,8,17,English,English
9/29/14,5,Some college,1,Male,Dada,Dada,People,Dada,Person,Daddy,6,13,English,English
9/29/14,5,Some college,4,Male,Dada,Dada,People,Dada,Person,Daddy,7,7,English,English
9/29/14,5,Some college,5,Female,Dada,Dada,People,Dada,Person,Daddy,5,6,English,English
9/29/14,1,College,1,Male,Da,Dada,People,Dada,Person,My partner,14,3,English,English
9/29/14,3,High school,2,Male,Dada,Dada,People,Dada,Toy,mama,6,5,English,English
9/29/14,3,High school,1,Male,Dada,Dada,People,Dada,Animal,Daddy,5,5,English,English
9/29/14,1,Graduate degree,1,Male,Papa,Dada,People,Dada,Person,doctor,8,2,English,English
9/30/14,2,Some college,2,Female,Dada,Dada,People,Dada,Games or Routines,daughter ,NA,6,English,English
9/29/14,2,Graduate degree,2,Male,Daddy,Dada,People,Dada,Person,Dad,9,1,English,English
9/30/14,1,High school,1,Female,Papa,Dada,People,Check,Person,Her grandfather,12,9,English,English
9/30/14,1,Some college,1,Female,Papa,Dada,People,Mama,Person,Mother & I,11,9,English,English
9/30/14,1,Some college,1,Male,Daddy,Dada,People,Dada,Person,Father,6,2,English,English
9/30/14,2,High school,1,Male,Papa,Dada,People,Mama,Person,grandfather,4,4,English,English
9/30/14,2,College,2,Female,Dada,Dada,People,Dada,Person,dad,5,0,English,English
10/1/14,2,Some college,2,Male,Daddy,Dada,People,Dada,Person,Me (daddy),10,4,English,English
10/1/14,2,College,1,Male,Da,Dada,People,Dada,Person,ME,9,3,English,English
10/1/14,1,Some high school,1,Male,Pap_,Dada,People,Check,Person,His father,7,2,Spanish,English
10/3/14,1,Some college,1,Male,Dada,Dada,People,Dada,Person,Father,12,18,English,English
10/3/14,1,High school,1,Female,Dada,Dada,People,Check,Person,dad,8,9,English,English
10/4/14,1,Some college,1,Female,Dada,Dada,People,Dada,Person,me,9,16,English,English
10/4/14,1,Graduate degree,1,Male,Dada,Dada,People,Check,Sound Effects,Father,10,1,English,French
10/5/14,1,Graduate degree,1,Female,Dada,Dada,People,Dada,Person,the father,6,0,English,English
10/6/14,2,College,1,Male,Dada,Dada,People,Dada,Person,Me (father),12,4,English,English
10/7/14,3,High school,1,Female,Dada,Dada,People,Check,Person,father,9,10,English,English
10/7/14,3,High school,2,Female,Dada,Dada,People,Check,Person,people,10,7,English,English
10/7/14,1,Some college,1,Male,Dada,Dada,People,Check,Person,his father,12,5,English,English
10/8/14,3,High school,1,Male,Dada,Dada,People,Dada,Person,dad,7,8,English,English
10/8/14,3,High school,2,Male,Dada,Dada,People,Dada,Person,dad,8,6,English,English
10/8/14,2,Some college,2,Female,Dada,Dada,People,Dada,Person,dad,6,18,English,English
10/8/14,2,Some college,1,Female,Dada,Dada,People,Dada,Person,dada,7,18,English,English
10/9/14,2,Graduate degree,1,Male,Dada,Dada,People,Dada,Person,Dad,6,0,English,English
10/9/14,3,High school,2,Female,Dadda,Dada,People,Dada,Person,Dad,12,3,English,English
10/10/14,2,High school,2,Male,Dada,Dada,People,Dada,Person,Father,6,16,English,English
10/12/14,2,College,1,Male,Dada,Dada,People,Check,Person,his Dad,9,10,English,English
10/12/14,3,College,3,Male,Dada,Dada,People,Dada,Person,No one,8,1,English,English
10/13/14,3,Some college,3,Male,Dada,Dada,People,Dada,Person,everyone,8,4,English,English
10/13/14,3,Some college,2,Male,Dada,Dada,People,Dada,Person,me,10,7,English,English
10/13/14,1,Some college,1,Female,Dada,Dada,People,Dada,Person,dad,24,4,English,English
10/13/14,2,High school,2,Female,Dada,Dada,People,Mama,Person,dad,13,2,English,English
10/14/14,1,Some college,1,Female,DadDad,Dada,People,Dada,Person,Me,10,6,English,English
10/14/14,1,Some college,1,Female,Dada,Dada,People,Check,Person,no one in particular,8,18,English,English
10/15/14,1,Graduate degree,1,Female,Da,Dada,People,Dada,Person,dad,10,7,English,English
10/16/14,3,High school,1,Female,Dada,Dada,People,Dada,Person,no one in particular,8,17,English,English
10/4/14,1,Graduate degree,1,Female,Papa,Dada,People,Check,Person,Myself,6,18,English,English
10/7/14,3,College,3,Male,Papa,Dada,People,Mama,Food and Drink,Grandma,8,0,Spanish,English
10/7/14,2,Graduate degree,1,Male,Pop,Dada,People,Dada,Person,to father,6,5,English,English
9/22/14,3,Some college,1,Female,Dada money,Dada Money,Phrase,Check,Other object,Father,6,5,English,English
10/13/14,1,College,1,Female,Dah,Dah,Animals,Dada,Animal,Our dog,18,3,English,English
10/5/14,1,Some college,1,Female,Day,Day,Sound Effects,Check,Sound Effects,dad,3,5,English,English
10/3/14,2,Some college,1,Female,Dede,Dede,Animals,Dada,Animal,Mother/myself,15,9,English,English
9/27/14,3,High school,1,Male,Dee,Dee,N/A,Check,Food and Drink,Mother or father,15,8,English,English
10/3/14,3,College,1,Male,Dee,Dee,N/A,Dada,Toy,Mom,10,6,English,English
9/24/14,2,Graduate degree,1,Male,Deedee,Deedee,Animals,Mama,Animal,The dog,12,4,English,English
9/30/14,3,Some college,2,Male,Derek,Derek,People,Check,Other object,His Uncle,12,10,English,English
9/30/14,2,College,1,Male,Diaper,Diaper,Clothing,Mama,Other object,mother,7,18,English,English
10/9/14,2,Some college,2,Female,Didi,Didi,N/A,Mama,Food and Drink,mom,6,16,English,English
9/24/14,1,Some college,1,Male,Nini,Dinner,Games and Routines,Mama,Animal,Noone,6,3,English,English
9/25/14,1,College,1,Female,Dirty,Dirty,Descriptive,Mama,Person,me,9,1,English,English
10/5/14,1,Some college,1,Female,Dj,Dj,People,Dada,Person,My brother,10,1,English,English
9/22/14,1,College,1,Male,Do0Ie,Doole,N/A,Check,Animal,the dog,20,10,English,English
9/24/14,1,Some college,1,Male,Doctor,Doctor,People,Dada,Games or Routines,The Doctor,14,3,English,English
10/13/14,2,College,1,Male,Doctor,Doctor,People,Dada,Person,none,5,8,English,English
9/27/14,1,Some graduate school,1,Female,Dodgers,Dodgers,N/A,Mama,Games or Routines,Mother,8,3,English,English
9/22/14,3,College,2,Female,Doe Doe,Doe Doe,Toys,Check,Toy,if anyone,12,3,English,English
9/22/14,2,High school,1,Male,Doggie,Dog,Animals,Mama,Food and Drink,Our dog,6,16,English,English
9/22/14,2,College,2,Female,Dog,Dog,Animals,Dada,Animal,Our dog,10,7,English,English
9/22/14,2,College,1,Female,Dog,Dog,Animals,Check,Animal,The family dog,11,2,English,English
9/22/14,2,Some college,1,Male,Doggy,Dog,Animals,Check,Animal,mom,5,8,English,English
9/22/14,3,Graduate degree,2,Male,Doggie,Dog,Animals,Dada,Animal,dog,7,18,English,English
9/22/14,2,Some college,2,Female,Daw,Dog,Animals,Dada,Animal,dog,11,1,English,English
9/22/14,1,College,1,Female,Dog,Dog,Animals,Dada,Animal,The animal,8,10,English,English
9/22/14,3,College,3,Female,Dog,Dog,Animals,Mama,Animal,dog,7,11,English,English
9/23/14,2,Some college,2,Female,Doggy,Dog,Animals,Mama,Animal,parents,10,13,English,English
9/23/14,3,Graduate degree,1,Female,Doggie,Dog,Animals,Dada,Animal,Our dog Maggie,11,17,English,English
9/23/14,3,College,1,Male,Dog,Dog,Animals,Mama,Animal,our dog,NA,11,English,English
9/23/14,3,Graduate degree,2,Male,Doggie,Dog,Animals,Check,Animal,none,8,12,English,English
9/23/14,2,Some college,1,Female,Dog,Dog,Animals,Mama,Animal,her mother,11,17,English,English
9/24/14,1,Some college,1,Male,Dog,Dog,Animals,Mama,Animal,the dog,7,2,English,English
9/23/14,2,High school,1,Male,Dog,Dog,Animals,Dada,Animal,Mom,12,14,English,English
9/24/14,3,High school,2,Male,Dog,Dog,Animals,Mama,Animal,Mother,12,8,English,English
9/24/14,1,Some college,1,Male,Dog,Dog,Animals,Check,Animal,mom,10,11,English,English
9/24/14,2,College,2,Male,Dog,Dog,Animals,Mama,Animal,my dog,7,4,English,English
9/24/14,1,College,1,Male,Dog,Dog,Animals,Dada,Animal,Dad,9,1,English,English
9/24/14,3,College,2,Male,Dog,Dog,Animals,Dada,Animal,no one,6,12,English,English
9/24/14,2,Graduate degree,1,Female,Dog,Dog,Animals,Dada,Animal,Our dog,13,3,English,English
9/24/14,1,Some college,1,Female,Dog,Dog,Animals,Mama,Animal,it was addressed to our dog.,11,18,English,English
9/24/14,1,College,1,Female,Doggy,Dog,Animals,Check,Animal,her dad,11,2,English,English
9/24/14,1,College,1,Male,Dog,Dog,Animals,Dada,Animal,The dog,9,4,English,English
9/24/14,2,Graduate degree,1,Female,Dog,Dog,Animals,Dada,Animal,our dogs,11,2,English,English
9/24/14,2,Graduate degree,1,Male,Ogg,Dog,Animals,Mama,Animal,our dog,13,7,English,English
9/24/14,1,Some college,1,Male,Dog,Dog,Animals,Check,Animal,the dog,12,5,English,English
9/24/14,1,Some college,1,Male,Doggy,Dog,Animals,Check,Animal,Me,6,5,English,English
9/24/14,1,College,1,Female,Dog,Dog,Animals,Check,Animal,to the dog,11,2,English,English
9/24/14,1,High school,1,Male,Doggie,Dog,Animals,Mama,Animal,the dogs in the house,10,6,English,English
9/24/14,1,College,1,Male,Dog,Dog,Animals,Mama,Animal,the dog,13,4,English,English
9/24/14,1,Some college,1,Male,Dog,Dog,Animals,Mama,Animal,Me,5,3,English,English
9/24/14,2,Graduate degree,1,Male,Dog,Dog,Animals,Mama,Animal,Pet dog,12,2,English,English
9/24/14,3,College,2,Male,Doggy,Dog,Animals,Check,Animal,To mommy,19,9,English,English
9/24/14,4,Some college,3,Male,Dog,Dog,Animals,Mama,Person,Mother,11,13,English,English
9/24/14,1,Graduate degree,1,Male,Dog,Dog,Animals,Dada,Animal,pets,11,2,English,English
9/25/14,1,College,1,Male,Dog,Dog,Animals,Check,Animal,Our dog,13,2,English,English
9/26/14,1,Some high school,1,Female,Goggy,Dog,Animals,Dada,Animal,nobody,13,3,English,English
9/27/14,1,Some college,1,Male,Doggy,Dog,Animals,Mama,Animal,mom,13,5,English,English
9/27/14,2,College,2,Male,Dog,Dog,Animals,Dada,Animal,family pet,NA,1,English,English
9/27/14,3,Some college,2,Male,Dog,Dog,Animals,Mama,Animal,Oliver the dog,6,1,English,English
9/27/14,1,Graduate degree,1,Female,Dog,Dog,Animals,Check,Animal,Nevaeh the dog across the street,7,2,English,English
9/28/14,3,College,3,Female,Doggie,Dog,Animals,Mama,Animal,The dog,10,2,English,English
9/28/14,1,College,1,Male,Dog,Dog,Animals,Mama,Animal,Nobody,11,3,English,English
9/29/14,3,College,1,Female,Dog,Dog,Animals,Mama,Animal,our family dog said to mother,10,8,English,English
9/29/14,4,High school,4,Female,Dog,Dog,Animals,Mama,Animal,a pet dog,10,0,English,English
9/29/14,5,Some college,1,Female,Dog,Dog,Animals,Mama,Toy,toy dog,8,18,English,English
9/30/14,1,College,1,Female,Dog,Dog,Animals,Check,Animal,a dog,2,4,English,English
9/30/14,2,High school,1,Female,Dog,Dog,Animals,Dada,Animal,Myself,11,11,English,English
9/30/14,1,Some college,1,Female,Doggie,Dog,Animals,Dada,Animal,Pet,18,3,English,English
9/30/14,2,Some college,1,Male,Dog,Dog,Animals,Dada,Animal,No one,6,16,English,English
10/1/14,1,Graduate degree,1,Male,Dog,Dog,Animals,Mama,Animal,Mom,6,2,English,English
10/1/14,2,College,1,Female,Dog,Dog,Animals,Check,Animal,our dog,19,5,English,English
10/1/14,2,Some college,1,Male,Dog,Dog,Animals,Check,Animal,the dog,20,18,English,English
10/1/14,1,Some college,1,Male,Dog,Dog,Animals,Mama,Animal,FAMILY PET,18,13,English,English
9/22/14,2,Some college,2,Female,Doggy,Dog,Animals,Check,Animal,Our dog,10,4,English,English
10/2/14,3,College,3,Male,Dog,Dog,Animals,Mama,Animal,animal,24,3,English,English
10/2/14,1,High school,1,Male,Dog,Dog,Animals,Dada,Animal,dad,18,10,English,English
10/2/14,3,High school,2,Male,Dog,Dog,Animals,Check,Animal,the dog,4,6,English,English
10/3/14,2,College,1,Female,Doggy,Dog,Animals,Dada,Animal,Our pet,9,7,English,English
10/4/14,2,College,1,Female,Dog,Dog,Animals,Mama,Animal,the dog,10,7,English,English
10/4/14,2,College,2,Male,Dog,Dog,Animals,Mama,Animal,Our pet dogs ,13,1,English,English
10/4/14,4,Some college,1,Male,Doggy,Dog,Animals,Dada,Animal,family pet,7,18,English,English
10/5/14,1,Graduate degree,1,Male,Dog,Dog,Animals,Mama,Animal,the father,10,1,English,Spanish
10/5/14,2,College,1,Female,Dog,Dog,Animals,Check,Animal,mother,14,7,English,English
10/5/14,1,College,1,Male,Doggie,Dog,Animals,Check,Animal,MOM,9,8,English,English
10/5/14,3,College,2,Male,Dog-Dog,Dog,Animals,Mama,Animal,Our dogs,4,18,English,English
10/5/14,3,High school,2,Male,Doggy,Dog,Animals,Mama,Animal,our dog,5,18,English,English
10/5/14,4,College,2,Male,Dog,Dog,Animals,Mama,Animal,me,23,15,English,English
10/5/14,2,College,2,Male,Dog,Dog,Animals,Mama,Animal,Our dog,9,8,English,English
10/5/14,1,College,1,Female,Doggie,Dog,Animals,Mama,Animal,used to refer to our dog and also more generally to any animal,12,17,English,English
10/6/14,2,Some college,1,Male,Doggy,Dog,Animals,Check,Animal,a family pet,8,5,English,English
10/6/14,5,High school,3,Male,Doggy,Dog,Animals,Mama,Animal,Our dog,6,6,English,English
10/6/14,1,High school,1,Male,Dog,Dog,Animals,Mama,Animal,n/a,14,2,English,English
10/6/14,1,College,1,Male,Doggy,Dog,Animals,Mama,Animal,me,11,5,English,English
10/6/14,3,Some college,3,Female,Dog,Dog,Animals,Dada,Animal,tv character,5,6,English,English
10/6/14,3,Graduate degree,1,Male,Dog,Dog,Animals,Check,Animal,Our dog,12,7,English,English
10/6/14,2,College,2,Female,Dog,Dog,Animals,Mama,Toy,to her mother,11,5,English,English
10/6/14,2,College,1,Female,Doggie,Dog,Animals,Check,Animal,Father,11,5,English,English
10/7/14,1,Some college,1,Female,Dog,Dog,Animals,Dada,Animal,OUR DOG,3,4,English,English
10/7/14,1,College,1,Female,Dog,Dog,Animals,Mama,Animal,Our dog smokie,6,8,English,English
10/7/14,3,Graduate degree,1,Male,Diggy,Dog,Animals,Dada,Animal,The dog,14,11,English,English
10/7/14,2,Graduate degree,2,Male,Dog,Dog,Animals,Mama,Animal,to our dog,8,4,English,English
10/8/14,3,Graduate degree,1,Female,Doggy,Dog,Animals,Check,Animal,our dog,12,5,English,English
10/9/14,1,College,1,Female,Dog,Dog,Animals,Mama,Animal,Our dog Ruby.,11,2,English,English
10/9/14,1,Some college,1,Female,Doggy,Dog,Animals,Dada,Animal,the dog,8,6,English,English
10/9/14,3,Some college,3,Male,Dog,Dog,Animals,Mama,Animal,mom,14,11,English,English
10/9/14,1,Some high school,1,Male,Doggy,Dog,Animals,Check,Animal,dog toy ,8,2,English,English
10/10/14,1,College,1,Male,Dog,Dog,Animals,Check,Animal,our dog,6,10,English,English
10/10/14,2,College,2,Female,Dog,Dog,Animals,Mama,Animal,She was talking to me about the new dog.,11,3,English,English
10/10/14,1,College,1,Female,Dog,Dog,Animals,Mama,Person,mother,11,5,English,English
10/11/14,2,High school,2,Male,Dog,Dog,Animals,Mama,Animal,our pet dog,9,4,English,English
10/11/14,1,Graduate degree,1,Male,Dog,Dog,Animals,Mama,Animal,our dog,8,1,English,English
10/11/14,2,Some college,2,Female,DogDog,Dog,Animals,Mama,Person,mom,14,6,English,English
10/12/14,7,College,4,Female,Doggie,Dog,Animals,Check,Animal,the dog,12,14,English,English
10/12/14,3,High school,3,Male,Doggie,Dog,Animals,Mama,Animal,Nobody,14,18,English,English
10/12/14,1,College,1,Male,Dog,Dog,Animals,Mama,Animal,Pet,4,3,English,English
10/12/14,1,College,1,Female,Doggy,Dog,Animals,Check,Animal,The family dog,12,2,English,English
10/12/14,1,College,1,Female,Dog,Dog,Animals,Mama,Person,mother,19,3,English,English
10/13/14,1,College,1,Female,Doggy,Dog,Animals,Mama,Animal,our dog,12,3,English,English
10/13/14,2,College,2,Female,Dog,Dog,Animals,Mama,Animal,Mom,6,1,English,English
10/13/14,3,Some college,2,Female,Dog,Dog,Animals,Check,Animal,pet dog spanky,14,10,English,English
10/14/14,1,College,1,Male,Dog,Dog,Animals,Check,Animal,no one. labeling,10,18,English,English
10/14/14,3,Some college,3,Male,Dogge,Dog,Animals,Check,Animal,the dog,7,10,English,English
10/15/14,2,High school,2,Male,Dog,Dog,Animals,Dada,Animal,our pet dog,15,7,English,English
10/15/14,1,College,1,Female,Doggy,Dog,Animals,Mama,Animal,our dog,13,5,English,English
10/15/14,2,Some college,2,Male,Dog,Dog,Animals,Check,Animal,the dog Bo,12,11,English,English
10/15/14,2,Some college,1,Female,Dog,Dog,Animals,Dada,Animal,Her mom,10,3,English,English
10/15/14,3,College,1,Male,Dog,Dog,Animals,Dada,Animal,Dad,12,8,English,English
10/16/14,3,Some college,1,Male,Dog,Dog,Animals,Mama,Animal,the actual dog,9,12,English,English
10/14/14,2,Graduate degree,2,Female,Dominic,Dominic,People,Dada,Person,Brother,16,4,English,English
10/10/14,1,College,1,Male,DooGee,Doo Gee,Animals,Dada,Animal,Dukey our dog,16,4,English,English
10/16/14,3,Some college,3,Female,Dora,Dora,Toys,Dada,Toy,to her Dora doll,10,3,English,English
9/25/14,2,College,1,Female,Doughnut,Doughnut,Food and Drink,Dada,Food and Drink,Me,8,9,English,English
10/15/14,2,College,2,Male,Down,Down,Action,Dada,Person,Brother,9,12,English,English
10/11/14,4,Some college,3,Male,Drake,Drake,People,Mama,Person,His oldest brother.,5,7,English,English
9/24/14,3,Some college,3,Female,Dink,Drink,Food and Drink,Mama,Food and Drink,parents,6,18,English,English
9/24/14,1,Some college,1,Male,Drink,Drink,Food and Drink,Mama,Person,his mother,11,18,English,English
9/24/14,2,College,2,Female,Drink,Drink,Food and Drink,Dada,Food and Drink,anybody that was near her,18,2,English,English
9/24/14,1,High school,1,Female,Drink,Drink,Food and Drink,Mama,Person,me(the mother),14,3,English,English
9/30/14,2,High school,2,Female,Drink,Drink,Food and Drink,Dada,Food and Drink,Myself,13,9,English,English
9/30/14,4,College,3,Male,Drink,Drink,Food and Drink,Check,Food and Drink,Dad,24,4,English,English
10/3/14,1,College,1,Male,Drink,Drink,Food and Drink,Check,Food and Drink,mother,13,2,English,English
10/13/14,2,Some college,1,Female,Drink,Drink,Food and Drink,Dada,Food and Drink,mother,7,18,English,English
9/24/14,1,High school,1,Male,Duck,Duck,Animals,Dada,Animal,to a toy duck,8,15,English,English
9/24/14,3,College,1,Male,Duck,Duck,Animals,Check,Animal,to Mom,18,12,English,English
9/29/14,3,Graduate degree,2,Male,Duck,Duck,Animals,Dada,Animal,My husband me and his brother,4,16,English,English
10/2/14,1,Some college,1,Male,Duck,Duck,Animals,Mama,Animal,his dad,9,1,English,English
10/3/14,2,Graduate degree,1,Male,Duck,Duck,Animals,Check,Animal,picture in a book,11,13,English,English
10/3/14,2,Graduate degree,2,Female,Duck,Duck,Animals,Check,Animal,a book,11,11,English,English
10/6/14,1,High school,1,Female,Ducky,Duck,Animals,Mama,Animal,Mother,11,1,English,English
10/6/14,3,College,1,Female,Duck,Duck,Animals,Dada,Toy,Mom,9,9,English,English
10/7/14,1,Some high school,1,Male,Duck,Duck,Animals,Check,Animal,Family Cat,18,3,English,English
10/8/14,2,College,2,Female,Dack,Duck,Animals,Dada,Animal,Dad,10,10,English,English
10/13/14,2,College,2,Male,Duh,Duh,N/A,Dada,Person,his sister Shay,8,7,English,English
10/1/14,2,Some graduate school,2,Female,Duhduh,Duhduh,Sound Effects,Dada,Sound Effects,everyone,7,16,English,English
9/22/14,3,College,1,Female,Eat,Eat,Action,Dada,Person,Daddy,8,18,English,English
9/23/14,3,Some college,3,Male,Eat,Eat,Action,Dada,Food and Drink,no one,13,2,English,English
9/24/14,2,College,1,Female,Eat,Eat,Action,Mama,Person,me (mom),12,18,English,English
9/26/14,1,College,1,Male,Eat,Eat,Action,Mama,Food and Drink,me the father,11,2,English,English
9/29/14,5,High school,2,Male,Eat,Eat,Action,Dada,Food and Drink,Dad,10,6,English,English
9/29/14,2,Some college,2,Male,Eat,Eat,Action,Mama,Food and Drink,dad,9,9,English,English
10/5/14,3,High school,1,Female,Eat,Eat,Action,Mama,Person,Myself,7,14,English,English
10/5/14,1,Graduate degree,1,Female,Eat,Eat,Action,Dada,Food and Drink,To me,16,2,English,English
10/9/14,2,Graduate degree,1,Male,Eat,Eat,Action,Check,Food and Drink,no one,18,18,English,English
10/11/14,2,College,2,Male,EatEat,Eat,Action,Dada,Food and Drink,mom,10,2,English,English
10/11/14,2,Some college,1,Male,EatEat,Eat,Action,Check,Food and Drink,dad,13,14,English,English
10/13/14,8,College,3,Female,Eat,Eat,Action,Dada,Food and Drink,mom,19,16,English,English
10/15/14,2,High school,1,Male,Eat,Eat,Action,Mama,Food and Drink,his mother,14,9,English,English
9/30/14,2,College,2,Female,Eat,Eat,Action,Dada,Food and Drink,no one in general ,10,18,English,English
9/22/14,1,High school,1,Male,Eggs,Egg,Food and Drink,Check,Food and Drink,mother,13,10,English,English
10/13/14,3,College,1,Male,Egg,Egg,Food and Drink,Check,Food and Drink,mother,23,3,English,English
10/5/14,4,College,1,Male,Elephant,Elephant,Animals,Mama,Toy,Me,11,17,English,English
9/29/14,3,Graduate degree,3,Male,Elijah,Elijah,People,Dada,Person,His brother,10,12,English,English
10/5/14,1,Graduate degree,1,Female,Ella,Ella,People,Check,Person,Parents,6,1,English,English
9/24/14,1,Some college,1,Female,Elmo,Elmo,Animals,Check,Animal,Our pet cat,10,7,English,English
9/30/14,2,High school,2,Male,Emma,Emma,People,Mama,Person,sibling,6,1,English,English
10/7/14,3,High school,2,Male,Fafa,Fafa,N/A,Mama,Person,his older brother,7,8,English,English
9/23/14,1,College,1,Female,Fala,Fala,N/A,Check,Other object,a teddy bear,8,4,English,English
9/30/14,1,College,1,Female,Fig,Fig,Animals,Check,Animal,The Cat,9,4,English,English
9/24/14,1,College,1,Male,Fishy,Fish,Animals,Check,Food and Drink,to mom ,7,2,English,English
9/24/14,2,Some college,1,Female,Ish,Fish,Animals,Check,Animal,mother,10,8,English,English
10/1/14,2,College,2,Female,Fish,Fish,Animals,Mama,Food and Drink,no one,19,2,English,English
10/16/14,1,High school,1,Male,Foo,Foo,N/A,Check,Food and Drink,No one in particular,11,2,English,English
9/22/14,3,High school,2,Male,Nomnom,Food,Food and Drink,Dada,Food and Drink,No one.,10,3,English,English
9/30/14,1,High school,1,Male,Food,Food,Food and Drink,Mama,Food and Drink,mom,11,1,English,English
10/9/14,1,High school,1,Female,Food,Food,Food and Drink,Check,Food and Drink,none,14,4,English,English
9/24/14,4,High school,4,Female,Gaba,Gaba,People,Mama,Person,Gabriela her sister,11,3,English,English
9/22/14,1,College,1,Female,Gaga,Gaga,Sound Effects,Mama,Food and Drink,myself(Mom),NA,1,English,English
9/29/14,3,College,3,Male,Gaga,Gaga,Sound Effects,Mama,Action Word,mom,7,5,English,English
10/6/14,3,College,2,Female,Gaga,Gaga,Sound Effects,Dada,Person,daddy,4,18,English,English
